,0,1,2,3,4
0,Sample,,,,
1,code,L*,,b*,AE
2,F1,94.6  1.68d,3.31 0.20bc,3.70.1e,4.30.7f
3,F2,95.2  0.7cd,-2.76 0.2cd,5.10.1bc,4.9  0.2ef
4,F3,96.4  1.2cd,2.60  0.3cd,5.2  0.1ab,5.70.3de
5,F4,96.8  0.7bcd,-1.89 0.6ab,5.30.8ab,6.00.3de
6,F5,95.3  0.6cd,-3.21  0.1de,4.9  0.1cd,5.10.2de
7,F6,96.4  1.2cd,-3.170.2de,5.10.1bc,5.8  0.6de
8,F7,97.3  0.6abc,-2.300.3bc,5.10.1bc,6.2  0.3de
9,F8,95.7  0.6cd,3.79  0.1f,4.8  0.1d,5.3  0.3de
10,F9,96.8  1.7bcd,3.70  0.1ef,5.0  0.1cd,6.2  0.7cd
11,F10,97.2  0.2abc,3.01  0.1de,5.0  0.1cd,6.40.3bc
12,F11,96.1  2.2cd,2.61  0.2cd,5.2  0.7ab,5.6  1.2de
13,F12,97.2  1.3cd,2.26 0.5bc,5.3  0.3ab,6.3  0.7cd
14,F13,98.9  1.0ab,-1.730.7a,5.4  0.2a,7.50.6ab
15,F14,96.4  2.3cd,-3.00.1de,5.0 0.8cd,5.71.2de
16,F15,97.1  0.9abc,2.79  0.2cd,5.10.1bc,6.3 0.3cd
17,F16,99.2  0.6a,2.26  0.6bc,5.30.1ab,7.70.6ab
18,F17,96.8  1.5bcd,3.69  0.2ef,4.9  0.8cd,6.01.3de
19,F18,97.2  0.9abc,3.34  0.2de,5.0  0.1cd,6.50.3bc
20,F19,99.1  0.2ab,2.88  0.6de,5.10.1bc,7.90.2
